"text","cmp_code","eu_code"
"It's a criminal offence to belong to a gang and to participate in gang activities.","605",NA
"But there's no established list of gangs in Canada, meaning the existence of particular gang as a criminal organization must be proven anew in every case.","605",NA
"Parliamentary committees have recommended that we establish a gang listing system – similar to the way we deal with terrorist groups – and the Government of Manitoba has recently listed the Hells Angels as a criminal organization.","605",NA
"We think this idea has merit.","605",NA
"A re-elected Conservative Government will establish a criminal gang listing process to help crack down on gangs and speed up the justice system.","605",NA
"We are also working hard to prevent young people from joining gangs in the first place.","605",NA
"In 2006 we launched the Youth Gang Prevention Fund, to support organizations that intervene directly with at-risk youth.","605",NA
"These organizations steer youth away from joining gangs or, in some cases, support them as they get out.","605",NA
"The funds from this program, which we made permanent in 2011, are put to a wide range of uses, from renting space and training staff to mentoring, counselling and skills development, and more.","605",NA
"A re-elected Conservative Government will increase resources to the Youth Gang Prevention Fund by 25 percent, to allow it to help even more young people avoid a life of crime.","605",NA
"PROTECTING SENIORS FROM FRAUD",NA,NA
"The email says they've won the lottery – but they need to pay a processing fee up front to collect their winnings.","605",NA
"That new friend they met over social media, who eases their loneliness, would love to visit in person – but needs money to buy a plane ticket.","605",NA
"The voice on the phone claims to be a grandchild who's hit a rough spot while backpacking in Europe and needs cash in a hurry.","605",NA
"The number of tricks con artists have used to separate seniors from their hard-earned savings is bewildering and distressing.","605",NA
"And when you combine scams like these with other types of fraud – from business swindles to identity theft – Canadians lose an astonishing $10 billion to $30 billion to fraudsters every year.","605",NA
"The RCMP, in co-operation with the Competition Bureau and the Ontario Provincial Police, funds the Canadian Anti-Fraud Centre to combat these types of crime.","605",NA
"But as technology becomes more sophisticated, it also becomes more and more challenging to keep on top of the problem.","605",NA
"To combat fraudsters who target Canadians, a re-elected Conservative Government will provide more resources to the Canadian Anti- Fraud Centre to bolster its intelligence and disruption activities, in particular online fraud targeting Canadian seniors.","605",NA
"We'll also toughen the punishment for con artists who steal money from Canadians.","605",NA
"In 2011, our Government passed the Standing Up for Victims of White Collar Crime Act, which imposes a mandatory minimum prison sentence of two years for criminals who commit fraud involving more than $1 million.","605",NA
"It also instructs judges to consider restitution when handing down a sentence.","605",NA
"In 2013, we passed the Protecting Canada's Seniors Act, which makes the age of the victim or victims an aggravating factor at sentencing time.","605",NA
"But jail time for the perpetrator doesn't make the victims financially whole again.","605",NA
"The most important thing to them is that they get their money back.","605",NA
"A re-elected Conservative Government will amend the Criminal Code to make any financial fraud over $5,000, with multiple victims, carry a mandatory minimum sentence of two years in prison, unless the offender makes full and complete restitution to his or her victims.","605",NA
"LIFE MEANS LIFE AND OTHER JUSTICE PRIORITIES",NA,NA
"Like most Canadians, we hope for the successful rehabilitation of people who have fallen into a life of crime.","605",NA
